StockCode,Description,Total_Quantity,Total_Revenue
35598A,DUSTY PINK CHRISTMAS TREE 60CM,10,29.500000000000004
35598B,BLACK CHRISTMAS TREE 60CM,931,874.6500000000001
35598C,WHITE CHRISTMAS TREE 60CM,3,8.850000000000001
35598D,PINK/WHITE CHRISTMAS TREE 60CM,1726,1311.55
35599B,BLACK CHRISTMAS TREE 120CM,268,974.81
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,400,1348.78
35600D,PINK AND WHITE CHRISTMAS TREE 180CM,141,497.70000000000005
35603B,S/16 BLACK SHINY/MAT BAUBLES,26,-29.400000000000006
35603C,SET/16 WHITE SHINY & MATT BAUBLES,83,48.3
35607A,PINK FLUFFY CHRISTMAS DECORATION,554,118.43
35607B,BLACK FEATHER CHRISTMAS DECORATION,312,62.3
35609A,PINK FEATHER CHRISTMAS DECORATION,447,133.23
35610A,PINK CHRISTMAS FLOCK DROPLET ,143,105.43
35610B,BLACK CHRISTMAS FLOCK DROPLET ,179,144.07
35610C,WHITE CHRISTMAS FLOCK DROPLET ,94,81.56
35611B,BLACK ASSORTED DROPLET DECORATION,62,45.760000000000005
35631B,BLUE GREEN CHRISTMAS HANGING BALL ,-1,-0.19
35633B,BLUE TINSEL GARLAND ,130,24.7
35637A,IVORY STRING CURTAIN WITH POLE ,550,1439.1
35637C,PINK STRING CURTAIN WITH POLE,100,331.14
35638A,PINK AND BLACK STRING CURTAIN,39,88.04999999999998
35638B,PINK/BLUE STRING CURTAIN ,118,313.28999999999996
35751C,PURPLE CURRENT CANDLE RING,31,12.61
35751D,PINK CURRENT CANDLE RING,28,5.32
35809A,ENAMEL PINK TEA CONTAINER,1137,1666.78
35809B,ENAMEL BLUE RIM TEA CONTAINER,104,227.54000000000002
35809a,ENAMEL PINK TEA CONTAINER,10,41.54
35810A,ENAMEL PINK COFFEE CONTAINER,1204,1602.64
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,312,506.92
35811A,ENAMEL PINK SUGAR CONTAINER,432,758.77
35815B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",95,43.940000000000005
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",168,75.88000000000001
35816B,"ACRYLIC JEWEL ANGEL,BLUE",139,58.07
35816P,"ACRYLIC JEWEL ANGEL,PINK",297,137.43
35817B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",143,61.3
35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",408,212.14
35817P,PINK ACRYLIC JEWEL SNOWFLAKE,12,4.5600000000000005
35818B,"ACRYLIC JEWEL ICICLE, BLUE",408,180.05
35818C,"ACRYLIC JEWEL ICICLE, CLEAR ",1,3.43
35818P,"ACRYLIC JEWEL ICICLE, PINK",559,242.15
35819B,"ACRYLIC HANGING JEWEL,BLUE",385,192.3
35819P,"ACRYLIC HANGING JEWEL,PINK",95,66.55
35821B,"JEWELLED DECORATION,BLUE",150,57.0
35821P,"JEWELLED DECORATION,PINK",2,5.9
35822B,"ACRYLIC BEAD CHAIN, BLUE",229,87.02
35822P,"ACRYLIC BEAD CHAIN, PINK",114,43.32
35823P,"ACRYLIC BEAD GARLAND,PINK",2,5.9
35824B,"HANGING FLOWERS+MIRROR,BLUE",528,203.24
35824C,"HANGING FLOWERS+MIRROR,CLEAR",235,117.05
35824P,"HANGING FLOWERS+MIRROR,PINK",324,136.44
35833G,4 GOLD FLOCK CHRISTMAS BALLS,134,220.66
35833P,4 PINK FLOCK CHRISTMAS BALLS,185,342.17
35838A,S/6 MULTICOLOUR ORNAMENETAL CANDLE,180,184.4
35838B,S/6 SILVER ORNAMENETAL CANDLE,100,85.0
35909A,RABBIT EASTER DECORATION,20,59.00000000000001
35909B,PINK FLOWERS RABBIT EASTER,16,47.2
35910A,MULTICOLOUR EASTER RABBIT ,53,103.35
35910B,PINK FLOWERS RABBIT EASTER,29,61.07
35911A,MULTICOLOUR RABBIT EGG WARMER,388,466.69
35911B,PINK/FLOWER RABBIT EGG WARMER ,159,184.76000000000002
35912B,WHITE/PINK CHICK DECORATION,288,355.58000000000004
35913B,WHITE/PINK CHICK EASTER DECORATION,100,92.39
35915A,CREAM KNITTED HEN,288,365.76
35915B,BLUE KNITTED HEN ,563,713.7299999999999
35915C,PEACH KNITTED HEN ,662,793.3199999999999
35916A,YELLOW FELT HANGING HEART W FLOWER,129,112.03999999999999
35916B,BLUE FELT HANGING HEART W FLOWER,57,69.1
35916B,BLUE FELT HANGING HEART WITH FLOWER,75,50.57
35916C,PINK FELT HANGING HEART W FLOWER,157,167.54999999999998
35918B,BLUE FLORIBUNDA EGG WARMER,9,11.25
35976B,WHITE SCANDINAVIAN HEART CHRISTMAS,-11,-13.75
35980B,RED TOP SCANDINAVIAN HEART ,4,1.52
35980C,REDWHITE STRIPE SCANDINAVIAN HEART ,333,130.92000000000002
35981C,WHITE SNOW SCANDINAVIAN STOCKING ,589,297.62
37379A,PINK CHERRY BLOSSOM CUP & SAUCER,40,157.95
37379B,BLUE CHERRY BLOSSOM CUP & SAUCER,1122,181.5
37444A,YELLOW BREAKFAST CUP AND SAUCER,1400,390.44
37444B,BLUE BREAKFAST CUP AND SAUCER ,1026,281.68
37444C,PINK BREAKFAST CUP AND SAUCER ,886,573.88
37462B,"PET MUG, BUDGIE",169,86.86
37462E,"PET MUG, GOLDFISH",101,44.6
37477B,"FLOWER FAIRY MUG+COASTER,LAVENDER",10,37.5
37477C,"FLOWER FAIRY MUG+COASTER,ROSE",6,22.5
37479B,CUBIC MUG FLOCK BLUE ON BROWN,1253,1095.85
37479P,CUBIC MUG FLOCK PINK ON BROWN,170,160.08
37482B,CUBIC MUG BLUE POLKA DOT,1251,1127.9099999999999
37482P,CUBIC MUG PINK POLKA DOT,118,416.71
37482P,CUBIC MUG PINK POLKADOT,549,489.59999999999997
37482b,CUBIC MUG BLUE POLKA DOT,1,17.35
37482p,CUBIC MUG PINK POLKA DOT,2,34.7
37487B,YELLOW/ORANGE FLOWER DESIGN PLATE,68,19.72
37488A,YELLOW PINK FLOWER DESIGN BIG BOWL,30,16.82
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,46,46.56
37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,38,30.419999999999998
37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,27,26.06
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,46,28.86
37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,18,48.3
37491B,BLUE/YELLOW CERAMIC CANDLE HOLDER,14,30.08
37491C,GREEN/BLUE CERAMIC CANDLE HOLDER,58,167.52
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,26,63.28
37492A,YELLOW RED FLOWER PIGGY BANK,107,211.42
37492B,BLUE YELLOW FLOWER PIGGY BANK,471,899.0199999999999
37492C,GREEN BLUE FLOWER PIGGY BANK,241,472.65
37492D,PURPLE GREEN FLOWER PIGGY BANK,353,669.79
37494A,FAIRY CAKE CERAMIC BUTTER DISH,232,778.69
37494a,FAIRY CAKE CERAMIC BUTTER DISH,4,24.16
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,33,28.05
40018E,TEA TIME PAPER LANTERNS,384,837.02
40018F,CHERRY DESIGN PAPERLANTERNS,1080,2076.93
40046A,RED DAISY PAPER LAMPSHADE,355,472.07
40046C,PINK BUTTERFLY PAPER LAMPSHADE,3,3.75
44089A,PINK GAUZE BUTTERFLY LAMPSHADE,40,16.8
44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,68,28.56
44091A,BLUE CRUSOE CHECK LAMPSHADE,18,7.56
44091C,MULTICOLOUR CRUSOE CHECK LAMPSHADE,61,30.66
44092B,BLUE WHITE PLASTIC RINGS LAMPSHADE,15,12.75
44092C,PURPLE/COPPER HANGING LAMPSHADE,23,19.55
44217M,MULTICOLOUR FEATHERS CURTAIN,0,0.0
44241C,BLUE BUTTERFLY ON SPRING,70,59.5
44242A,LILAC FEATHERS CURTAIN,14,11.98
44242B,PINK FEATHERS CURTAIN,109,121.53
45008C,DECORATIVE NET CANOPY CREAM,83,792.0699999999999
46000M,POLYESTER FILLER PAD 45x45cm,2496,3868.8
46000P,POLYESTER FILLER PAD 65CMx65CM,210,892.5
46000R,POLYESTER FILLER PAD 45x30cm,243,352.34999999999997
46000S,POLYESTER FILLER PAD 40x40cm,3401,4931.45
46000U,POLYESTER FILLER PAD 30CMx30CM,251,313.75
46037A,PINK CANVAS DES CUSHION COVER ,6,7.5
46115B,GREEN POP ART MAO CUSHION COVER ,286,54.34
46126A,ELVIS WALLHANGING / CURTAIN,317,419.99
46137D,GREEN CHENILLE SHAGGY RUG,45,132.75
46138B,BLUE CHENILLE SHAGGY CUSHION COVER ,58,145.24
46138D,GREEN CHENILLE SHAGGY C/COVER,1,1.95
46775A,BUBBLE GUM CHUNKY KNITTED THROW ,82,1027.28
46775B,BERRIES CHUNKY KNITTED THROW ,5,84.75
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,149,1878.8899999999999
46775E,CANDY POP CHUNKY KNITTED THROW ,101,1282.9
46776A,WOVEN BUBBLE GUM CUSHION COVER,406,1283.23
46776B,WOVEN BERRIES CUSHION COVER ,428,1369.23
46776C,WOVEN FROST CUSHION COVER,258,905.1
46776D,WOVEN SUNSET CUSHION COVER ,152,646.14
46776E,WOVEN CANDY CUSHION COVER ,205,662.1
46776F,WOVEN ROSE GARDEN CUSHION COVER ,487,1675.73
46776a,WOVEN BUBBLE GUM CUSHION COVER,5,20.65
46776b,WOVEN BERRIES CUSHION COVER ,1,4.13
46776e,WOVEN CANDY CUSHION COVER ,1,4.13
46776f,WOVEN ROSE GARDEN CUSHION COVER ,7,28.91
47013A,WINE BOTTLE DRESSING LT.BLUE,141,39.87
47013C,WINE BOTTLE DRESSING DARK BLUE,135,39.08
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,713,541.96
47310M,SMALL POP BOX FUNKY MONKEY,258,353.98
47310M,"SMALL POP BOX,FUNKY MONKEY",488,650.96
47341A,FUSCHIA TABLE RUN FLOWER ,29,46.25
47341B,BLUE TABLE RUN FLOWER,48,67.5
47343A,FUSCHIA FLOWER PURSE WITH BEADS,200,206.26
47344B,BLUE FLOWER DES PURSE,54,56.16
47347B,BLUE FLOWER T-LIGHT HOLDER,240,179.88
47348A,FUSCHIA VOILE POINTY SHOE DEC,103,62.01
47351B,BLUE  VOILE LAMPSHADE,50,147.50000000000003
47367B,PAIR PADDED HANGERS PINK CHECK,241,831.2
47369A,PINK GREEN EMBROIDERY COSMETIC BAG,48,140.4
47369B,BLUE GREEN EMBROIDERY COSMETIC BAG,54,153.18
47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,2817,1380.43
47503E,ASS FLORAL PRINT SCISSORS,6842,1186.9
47503F,ASS FLORAL PRINT TORCH,2566,728.3
47503G,ASS FLORAL PRINT TAPE MEASURE,284,367.36
47503H,ASS FLORAL PRINT SPIRIT LEVEL ,159,244.17
47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,324,2552.2
47503J ,SET/3 FLORAL GARDEN TOOLS IN BAG,1,16.13
47503K,ASSORTED FLORAL SECATEURS,3174,1384.69
47504E,ENGLISH ROSE SCISSORS,4387,931.86
47504F,ENGLISH ROSE TORCH,527,196.45999999999998
47504G,ENGLISH ROSE TAPE MEASURE,265,365.56
47504H,ENGLISH ROSE SPIRIT LEVEL ,1024,1108.07
47504J,ENGLISH ROSE SET/3 GARDEN TOOLS,1,35.449999999999996
47504K,ENGLISH ROSE GARDEN SECATEURS,2632,3067.1
47518F,ICON PLACEMAT POP ART ELVIS,903,153.14
47518f,ICON PLACEMAT POP ART ELVIS,9,37.75
47552A,DOTS IRONING BOARD COVER,10,20.1
47556B,TEA TIME TEA TOWELS ,5045,13288.42
47556b,TEA TIME TEA TOWELS ,4,23.64
47559B,TEA TIME OVEN GLOVE,5062,6244.19
47559b,TEA TIME OVEN GLOVE,154,511.46
47563A,RETRO LONGBOARD IRONING BOARD COVER,339,831.62
47563B,WAVELINE SURF IRONING BOARD COVER,8,30.0
47566B,TEA TIME PARTY BUNTING,4166,21312.99
47566b,TEA TIME PARTY BUNTING,212,1761.2599999999998
47567B,TEA TIME KITCHEN APRON,2153,11607.220000000001
47567b,TEA TIME KITCHEN APRON,3,38.72
47570B,TEA TIME TABLE CLOTH,971,9600.970000000001
47570b,TEA TIME TABLE CLOTH,8,169.4
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,571,791.23
47574B,ENGLISH ROSE SCENTED HANGING HEART,49,208.25
47578A,ENGLISH ROSE SMALL SCENTED FLOWER,307,279.88
47581B,FAIRY CAKE WICKER PICNIC BASKET ,45,741.02
47583A,SET OF 3 WICKER BASKET ROSE,69,562.92
47583B,SET OF 3 WICKER BASKET TEA AND CAKE,27,332.6
47585A,PINK FAIRY CAKE CUSHION COVER,1071,2594.13
47586A,PINK FAIRY CAKE CUSHION COVER,200,270.43
47587A,PINK FAIRY CAKE COASTER,1506,235.88
47590A,BLUE HAPPY BIRTHDAY BUNTING,4564,23286.210000000003
47590B,PINK HAPPY BIRTHDAY BUNTING,5681,29070.81
47590a,BLUE HAPPY BIRTHDAY BUNTING,1,11.02
47590b,PINK HAPPY BIRTHDAY BUNTING,13,140.5
47591A,CAROUSEL CHILDRENS APRON,29,47.97
47591A,CAROUSEL DES CHILD'S APRON,127,210.01999999999998
47591B,SCOTTIES CHILDRENS APRON,754,1195.22
47591B,SCOTTIES DES CHILD'S APRON,300,500.83
47591C,BLUE FAIRY CAKE CHILD'S APRON,1047,2004.6299999999999
47591C,BLUE FAIRY CAKE CHILDRENS APRON,4,7.8
47591D,PINK FAIRY CAKE CHILD'S APRON,3438,6339.17
47591D,PINK FAIRY CAKE CHILDRENS APRON,5940,11079.72
47591b,SCOTTIES CHILDRENS APRON,8,33.6
47591c,BLUE FAIRY CAKE CHILD'S APRON,4,16.84
47591d,PINK FAIRY CAKE CHILDRENS APRON,253,1274.3799999999999
47592A,CAROUSEL CHILDRENS OVERALL,74,139.56
47592A,CAROUSEL DES CHILD'S OVERALL,257,497.81
47592B,SCOTTIE DOGS CHILDRENS OVERALL,3,6.300000000000001
47592B,SCOTTIES DESIGN CHILD'S OVERALL,64,125.60000000000001
47593A,CAROUSEL DESIGN BABY BIB,164,169.4
47593A,CAROUSEL PONIES BABY BIB,139,137.27
47593B,SCOTTIE DOGS BABY BIB,2147,1108.9299999999998
47593B,SCOTTIES DESIGN BABY BIB,194,212.06
47593a,CAROUSEL DESIGN BABY BIB,1,2.51
47593b,SCOTTIE DOGS BABY BIB,6,4.9799999999999995
47594A,CAROUSEL DESIGN WASHBAG,321,633.4499999999999
47594B,SCOTTIES DESIGN WASHBAG,385,763.54
47594a,CAROUSEL DESIGN WASHBAG,1,4.21
47599A,PINK PARTY BAGS,5807,10933.210000000001
47599B,BLUE PARTY BAGS ,3286,6318.58
48173A,DOOR MAT BLUE FLOCK,1,6.75
48173C,DOOR MAT BLACK FLOCK ,1231,7085.23
48173C,DOORMAT BLACK FLOCK ,2839,15991.76
48173c,DOOR MAT BLACK FLOCK ,16,218.58
48173c,DOORMAT BLACK FLOCK ,54,904.97
51012C,"FEATHER DUSTER, COAL BLACK",168,210.0
51012L,"FEATHER DUSTER, LIGHT PINK",9,11.25
51014A,"FEATHER PEN,HOT PINK",6476,4390.75
51014C,"FEATHER PEN,COAL BLACK",4038,2606.6
51014L,"FEATHER PEN,LIGHT PINK",3241,2054.47
51014c,"FEATHER PEN,COAL BLACK",1,0.83
51020A,SUMMER FUN DESIGN SHOWER CAP,1301,462.72999999999996
51020B,STRIPY DESIGN SHOWER CAP,1082,487.53999999999996
62043B,BLUE CHECK BAG W HANDLE 34X20CM,53,74.32999999999998
62074B,ELEPHANT CLIP W SUCTION CUP,38,15.96
62086A,PINK RETRO BIG FLOWER BAG,113,220.35
62094B,TURQ ICE CREAM BUM BAG ,305,677.99
62095B,TURQOISE ICE CREAM SUNHAT,292,310.83
62096A,PINK/YELLOW FLOWERS HANDBAG,383,592.79
62096B,PURPLE/TURQ FLOWERS HANDBAG,257,441.99
62097A,PINK STRIPES SHOULDER BAG,3,8.850000000000001
62097B,BLUE STRIPES SHOULDER BAG,11,13.37
71028B,SILVER BLUE EGG T-LIGHT HOLDER,494,227.48000000000002
71101A,ANGEL ON KNEES METAL POLE 100CM H,6,5.1
71101E,STANDING FAIRY POLE SUPPORT ,774,623.58
71406C,BLACK ORANGE SQUEEZER,210,89.92
71434B,"BLACK RND BULLET""KEEP CLEAN"" BIN",2,5.1
71495A,CD WALL TIDY BLUE OFFICE,224,87.53999999999999
71495B,CD WALL TIDY RED FLOWERS,294,111.57000000000001
71496A,A4 WALL TIDY BLUE OFFICE,244,148.01000000000002
71496B,A4 WALL TIDY RED FLOWERS,15,8.67
72023F,RED ORGANIC CANDLE IN GLASS,640,669.62
72024U,LILAC VOTIVE CANDLE,220,46.2
72038P,PRICE'S CANDLE PEACH,1000,106.0
72045D,ROSES ON BLUE TEACUP CANDLE ,35,66.89
72051S,BAG OF SILVER STONES,300,190.89
72083A,STRAWBERY SWIRL FLARE CANDLE,24,50.400000000000006
72084B,CHOCOLATE ICE CREAM CANDLE,2,3.9
72140E,BEST DAD CANDLE LETTERS,217,155.86999999999998
72140F,HAPPY ANNIVERSARY CANDLE LETTERS,175,69.17999999999999
72225C,LAVENDER SCENT CAKE CANDLE,1878,452.46
72225D,VANILLA SCENT CAKE CANDLE ,962,219.45999999999998
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1978,4024.7900000000004
72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,204,848.41
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,3694,7301.650000000001
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,5658,10963.29
72351a,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,37,154.89
72369A,PINK CLEAR GLASS CANDLE PLATE,67,101.28999999999999
72529W,WHITE ADVENT CANDLE,390,793.6899999999999
72529w,WHITE ADVENT CANDLE,1,4.3
72606A,BROWN ANTIQUE CUBE CANDLE,226,94.92
72739B,WHITE CHOCOLATE SCENT CANDLE,394,328.39000000000004
72739C,DARK CHOCOLATE SCENTCANDLE,301,247.82999999999998
72740A,LARGE STRAWBERRY CHOCOLATE CANDLE,65,141.23
72740B,LARGE WHITE CHOCOLATE CANDLE,1,5.06
72750A,"F.FAIRY S/3 CANDLE/GLASS,LILY/VALLY",177,349.15000000000003
72750A,FLOWER FAIRY SET OF 3 LILY CANDLES,204,413.8
72750B,"F.FAIRY S/3 CANDLE/GLASS,LAVENDER",193,380.35
72750B,FLOWER FAIRY SET 3 CANDLES LAVENDER,285,623.75
72750C,"F.FAIRY S/3 CANDLE/GLASS, ROSE",232,476.4
72750D,F.FAIRY S/3 CANDLE/GLASS,110,226.5
72751A,"F.FAIRY S/3 SML CANDLE,LILY/VALLEY",1,5.95
72751B,"F.FAIRY S/3 SML CANDLE, LAVENDER",1,5.95
72751C,"F.FAIRY S/3 SML CANDLE, ROSE",1,5.95
72752A,"F.FAIRY,CANDLE IN GLASS,LILY/VALLEY",1,4.25
72752B,"F.FAIRY,CANDLE IN GLASS,LAVENDER",3,12.75
72753A,S/3 FLWR FAIRY LILLY CANDLES,315,690.24
72753B,S/3 FLWR FAIRY LAVENDER CANDLES,445,957.73
72753C,S/3 FLWR FAIRY ROSE CANDLES,43,107.68
72753D,S/3 FLWR FAIRY SUMMER CANDLES,128,268.8
72754A,FLOWER FAIRY POTPOURRI CUSHION LILY,292,201.24
72754B,F FAIRY POTPOURRI CUSHIONS LAVENDER,170,137.54000000000002
72754D,F FAIRY POTPOURRI CUSHIONS SUMMER,1,1.69
72755C,FLOWER FAIRY OIL BURNER SET ROSE,581,753.25
72755D,FLOWER FAIRY OIL BURNER SET SUMMER,533,693.25
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,1679,16238.68
72771B,BURG FLOCK GOLD CUP/CANDLE ,117,56.9
72771C,BLACK FLOCK GOLD CANDLE,54,42.08
72785A,S/4 CONTEMPORY PINK ROSEBUD CANDLES,8,16.8
72785B,S/4 CONTEMPORY RED ROSEBUD CANDLES,9,10.9
72796A,S/3 ENGLISH LAVENDER SQU CANDLE,11,18.15
72796B,S/3 FRENCH VANILLA SQU CANDLE,27,44.55
72796C,S/3 ROSE GARDEN SCENT SQU CANDLE,1,1.65
72798C,SET/4 GARDEN ROSE DINNER CANDLE,28,53.11
72799A,BLACK PILLAR CANDLE SILVER FLOCK,612,877.8000000000001
72799B,PURPLE PILLAR CANDLE BLACK FLOCK,322,467.71000000000004
72799C,PINK PILLAR CANDLE SILVER FLOCK,471,783.1
72799D,BLUE PILLAR CANDLE SILVER FLOCK,78,260.67
72799E,IVORY PILLAR CANDLE SILVER FLOCK,1226,2582.94
72799F,IVORY PILLAR CANDLE GOLD FLOCK,1125,2082.7400000000002
72800A,S/4 BLACK DINNER CANDLE SILVER FLOC,674,743.26
72800B, 4 PURPLE FLOCK DINNER CANDLES,335,548.11
72800B,S/4 PURPLE DINNER CANDLE BLK FLOCK,648,723.57
72800C,4 PINK DINNER CANDLE SILVER FLOCK,266,430.45
72800C,S/4 PINK DINNER CANDLE SILVER FLOCK,394,494.39
72800D,4 BLUE DINNER CANDLES SILVER FLOCK,213,485.63
72800D,S/4 BLUE DINNER CANDLE SILVER FLOCK,417,532.03
72800E,4 IVORY DINNER CANDLES SILVER FLOCK,1376,2604.34
72800F,4 IVORY DINNER CANDLES GOLD FLOCK,822,1060.19
72801C,4 ROSE PINK DINNER CANDLES,537,354.45
72801C,S/4 ROSE PINK DINNER CANDLES,159,161.91
72801D,4 SKY BLUE DINNER CANDLES,381,257.93
72801D,S/4 SKY BLUE DINNER CANDLES,172,188.24
72801E,4 FESTIVE GREEN DINNER CANDLES,51,23.91
72801E,S/4 FESTIVE GREEN DINNER CANDLES,718,380.84
72801F,S/4 FESTIVE RED DINNER CANDLES,234,292.5
72801G,4 BURGUNDY WINE DINNER CANDLES,537,320.2
72801G,S/4 BURGUNDY WINE DINNER CANDLES,786,475.91999999999996
72801c,4 ROSE PINK DINNER CANDLES,42,103.47
72801c,S/4 ROSE PINK DINNER CANDLES,20,50.199999999999996
72801d,4 SKY BLUE DINNER CANDLES,88,217.32999999999998
72801d,S/4 SKY BLUE DINNER CANDLES,15,37.65
72801e,4 FESTIVE GREEN DINNER CANDLES,2,5.02
72801e,S/4 FESTIVE GREEN DINNER CANDLES,5,12.549999999999999
72801g,4 BURGUNDY WINE DINNER CANDLES,8,20.08
72801g,S/4 BURGUNDY WINE DINNER CANDLES,2,5.02
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,869,3604.81
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,1101,3579.73
72802C,VANILLA SCENT CANDLE JEWELLED BOX,1678,5463.5
72802a,ROSE SCENT CANDLE IN JEWELLED BOX,9,74.97
72802c,VANILLA SCENT CANDLE JEWELLED BOX,1,8.29
72803A,ROSE SCENT CANDLE JEWELLED DRAWER,720,1536.5
72803B,OCEAN SCENT CANDLE JEWELLED DRAWER,90,399.38
72803b,OCEAN SCENT CANDLE JEWELLED DRAWER,1,8.47
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,907,4141.29
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,1031,4526.87
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,1837,7922.79
72807a,SET/3 ROSE CANDLE IN JEWELLED BOX,9,74.78999999999999
72807b,SET/3 OCEAN SCENT CANDLE JEWEL BOX,26,220.94000000000003
72807c,SET/3 VANILLA SCENTED CANDLE IN BOX,60,511.98
75013B,"STRING OF 8 BUTTERFLIES,PINK",389,666.92
75049L,LARGE CIRCULAR MIRROR MOBILE,13065,12345.05
75149N,STRING CRYSTALS NATURAL,272,340.0
77101A,UNION FLAG WINDSOCK,1082,1255.97
78034B,BLUE NETTING STORAGE HANGER,15,29.25
79026B,"S/4 ICON COASTER,ELVIS LIVES",69,89.25
79030A,"TUMBLER, ENGLISH ROSE",171,438.25
79030D,TUMBLER BAROQUE,524,265.8
79030D,"TUMBLER, BAROQUE",484,445.45
79030G,TUMBLER NEW ENGLAND,1261,551.1899999999999
79030G,"TUMBLER, NEW ENGLAND",490,911.7599999999999
79051A,SMOKEY GREY COLOUR D.O.F. GLASS,702,295.58
79051A,SMOKEY GREY COLOUR GLASS,236,84.75999999999999
79051a,SMOKEY GREY COLOUR D.O.F. GLASS,1,6.04
79062D,"RETRO TIN ASHTRAY,REVOLUTIONARY",52,19.4
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",235,43.65
79063D,"RETRO PILL BOX , REVOLUTIONARY",189,35.14
79065A,TEATIME ROUND CAKE TINS ,3,29.849999999999998
79066K,RETRO MOD TRAY,1365,1190.05
79066k,RETRO MOD TRAY,26,42.71
79070b,ENGLISH ROSE SQUARE CAKE TINS,1,11.26
79071B,ENGLISH ROSE METAL WASTE BIN,142,433.70000000000005
79144B,PAINTED LIGHTBULB STAR+ MOON,350,181.03
79144C,PAINTED LIGHTBULB RAINBOW DESIGN,306,180.14
79149B,SILICON STAR BULB  BLUE,29,12.18
79151B,"SILICON CUBE 25W, BLUE",11,4.62
79157B,UBO-LIGHT TRIOBASE BLUE,5,4.25
79157V,UBO-LIGHT TRIOBASE PURPLE,5,4.25
79161A,ST GEORGE SET OF 10 PARTY LIGHTS,51,150.45000000000002
79172D,PURPLE TINT ACRYLIC FLOWER VASE,24,20.4
79190A,RETRO PLASTIC 70'S TRAY,756,349.58
79190B,RETRO PLASTIC POLKA TRAY,1469,596.36
79190D,RETRO PLASTIC DAISY TRAY,636,294.48
79191B,RETRO PLASTIC POLKA TRAY,447,370.16999999999996
79191C,RETRO PLASTIC ELEPHANT TRAY,1330,1048.11
79191D,RETRO PLASTIC DAISY TRAY,125,132.01
79192A,RETRO PLASTIC 70'S TRAY,106,142.64
79302M,"ART LIGHTS,FUNK MONKEY",623,1771.23
79302m,"ART LIGHTS,FUNK MONKEY",4,23.77
79303A,WHITE ROHMBIC BLOCK TABLE LAMP,2,5.9
79303B,BLUE STAR BLOCK TABLE LAMP,109,339.57
79303D,LILAC FLOWER BLOCK TABLE LAMP,76,266.55
79308B,MOSAIC CANDLE DISH BLUE PURPLE,144,122.39999999999999
79315W,FLYING SAUCER TABLE LIGHT IN WHITE,199,611.5100000000001
79323B,BLACK CHERRY LIGHTS,-6,8.500000000000028
79323G,GOLD  CHERRY LIGHTS,139,970.4300000000001
79323GR,GREEN CHERRY LIGHTS,338,2040.8600000000001
79323LP,LIGHT PINK CHERRY LIGHTS,975,5778.39
79323P,PINK CHERRY LIGHTS,1588,9766.58
79323S, SILVER CHERRY LIGHTS,269,1698.5500000000002
79323S,SILVER CHERRY LIGHTS,-93,-591.03
79323W, WHITE CHERRY LIGHTS,2010,12108.86
79323W,WHITE CHERRY LIGHTS,-94,-481.23999999999984
79340P,PURPLE ORCHID FLOWER LIGHTS,-2,-15.9
79340W,WHITE ORCHID FLOWER LIGHTS,-6,-45.3
79342B,BROWN FLOWER LIGHTS,104,728.9
79342b,BROWN FLOWER LIGHTS,1,13.57
81950B,FLOWER BLUE CLOCK W/SUCKER,99,92.25
81950B,FLOWER BLUE CLOCK WITH SUCKER,116,33.64
81950V,FLOWER PURPLE CLOCK W/SUCKER,17,14.45
81950V,FLOWER PURPLE CLOCK WITH SUCKER,15,4.35
81952B,ROUND BLUE CLOCK W/SUCKER,54,46.56
81952B,ROUND BLUE CLOCK WITH SUCKER,200,38.0
81952V,ROUND PURPLE CLOCK W/SUCKER,99,90.52
81952V,ROUND PURPLE CLOCK WITH SUCKER,365,69.35
